"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"11239","me even",9,"2","me",3573,0.00251889168765743,"even"
"11240","me happy",9,"2","me",3573,0.00251889168765743,"happy"
"11241","me have",9,"2","me",3573,0.00251889168765743,"have"
"11242","me one",9,"2","me",3573,0.00251889168765743,"one"
"11243","me too",9,"2","me",3573,0.00251889168765743,"too"
"11244","me wonder",9,"2","me",3573,0.00251889168765743,"wonder"
"4853","was doing",19,"2","was",7550,0.00251655629139073,"doing"
"4854","was looking",19,"2","was",7550,0.00251655629139073,"looking"
"4855","was right",19,"2","was",7550,0.00251655629139073,"right"
"4856","was with",19,"2","was",7550,0.00251655629139073,"with"
"1411","i needed",52,"2","i",20685,0.00251389896059947,"needed"
"1412","i wouldnt",52,"2","i",20685,0.00251389896059947,"wouldnt"
"919","and no",74,"2","and",29443,0.00251333084264511,"no"
"4743","on him",19,"2","on",7561,0.00251289511969316,"him"
"4744","on stage",19,"2","on",7561,0.00251289511969316,"stage"
"4745","on two",19,"2","on",7561,0.00251289511969316,"two"
"4746","on us",19,"2","on",7561,0.00251289511969316,"us"
"950","to meet",73,"2","to",29058,0.00251221694541951,"meet"
"951","to stop",73,"2","to",29058,0.00251221694541951,"stop"
"10053","or rather",10,"2","or",3982,0.00251130085384229,"rather"
"10054","or their",10,"2","or",3982,0.00251130085384229,"their"
"10055","or who",10,"2","or",3982,0.00251130085384229,"who"
"4589","you call",20,"2","you",7967,0.00251035521526296,"call"
"4590","you how",20,"2","you",7967,0.00251035521526296,"how"
"4591","you take",20,"2","you",7967,0.00251035521526296,"take"
"5059","my list",18,"2","my",7175,0.00250871080139373,"list"
"12023","about hours",8,"2","about",3196,0.00250312891113892,"hours"
"12024","about more",8,"2","about",3196,0.00250312891113892,"more"
"6552","be all",14,"2","be",5600,0.0025,"all"
"6553","be enough",14,"2","be",5600,0.0025,"enough"
"6554","be fine",14,"2","be",5600,0.0025,"fine"
"6555","be fun",14,"2","be",5600,0.0025,"fun"
"6556","be like",14,"2","be",5600,0.0025,"like"
"6557","be of",14,"2","be",5600,0.0025,"of"
"6558","be something",14,"2","be",5600,0.0025,"something"
"2847","is another",29,"2","is",11654,0.00248841599450832,"another"
"2848","is definitely",29,"2","is",11654,0.00248841599450832,"definitely"
"1927","in life",40,"2","in",16130,0.00247985120892746,"life"
"1928","in them",40,"2","in",16130,0.00247985120892746,"them"
"1929","in time",40,"2","in",16130,0.00247985120892746,"time"
"6036","as her",15,"2","as",6050,0.00247933884297521,"her"
"6037","as there",15,"2","as",6050,0.00247933884297521,"there"
"3120","it made",27,"2","it",10895,0.00247820100963745,"made"
"1181","a number",60,"2","a",24214,0.00247790534401586,"number"
"5496","this afternoon",17,"2","this",6865,0.00247632920611799,"afternoon"
"5497","this beer",17,"2","this",6865,0.00247632920611799,"beer"
"5498","this it",17,"2","this",6865,0.00247632920611799,"it"
"5499","this picture",17,"2","this",6865,0.00247632920611799,"picture"
"5500","this place",17,"2","this",6865,0.00247632920611799,"place"
"1443","i actually",51,"2","i",20685,0.00246555474981871,"actually"
"3547","for not",24,"2","for",9746,0.00246254873794377,"not"
"2672","that but",31,"2","that",12592,0.00246188055908513,"but"
"2673","that didnt",31,"2","that",12592,0.00246188055908513,"didnt"
"2674","that means",31,"2","that",12592,0.00246188055908513,"means"
"9114","so all",11,"2","so",4469,0.0024614007607966,"all"
"9115","so no",11,"2","so",4469,0.0024614007607966,"no"
"9739","from god",10,"2","from",4067,0.0024588148512417,"god"
"9740","from last",10,"2","from",4067,0.0024588148512417,"last"
"9741","from school",10,"2","from",4067,0.0024588148512417,"school"
"9742","from these",10,"2","from",4067,0.0024588148512417,"these"
"1231","of one",58,"2","of",23614,0.00245617006860337,"one"
"7153","are for",13,"2","are",5312,0.00244728915662651,"for"
"7154","are getting",13,"2","are",5312,0.00244728915662651,"getting"
"7155","are making",13,"2","are",5312,0.00244728915662651,"making"
"7156","are usually",13,"2","are",5312,0.00244728915662651,"usually"
"7157","are working",13,"2","are",5312,0.00244728915662651,"working"
"954","and just",72,"2","and",29443,0.00244540298203308,"just"
"985","to become",71,"2","to",29058,0.00244338908390116,"become"
"1202","a woman",59,"2","a",24214,0.00243660692161559,"woman"
"4871","with how",19,"2","with",7801,0.002435585181387,"how"
"4872","with i",19,"2","with",7801,0.002435585181387,"i"
"4873","with many",19,"2","with",7801,0.002435585181387,"many"
"12991","one im",8,"2","one",3299,0.00242497726583813,"im"
"12992","one it",8,"2","one",3299,0.00242497726583813,"it"
"12993","one little",8,"2","one",3299,0.00242497726583813,"little"
"12994","one man",8,"2","one",3299,0.00242497726583813,"man"
"12995","one my",8,"2","one",3299,0.00242497726583813,"my"
"12996","one reason",8,"2","one",3299,0.00242497726583813,"reason"
"12997","one too",8,"2","one",3299,0.00242497726583813,"too"
"1486","i look",50,"2","i",20685,0.00241721053903795,"look"
"1487","i spent",50,"2","i",20685,0.00241721053903795,"spent"
"971","and on",71,"2","and",29443,0.00241143905172707,"on"
"2982","is called",28,"2","is",11654,0.00240260854642183,"called"
"2983","is made",28,"2","is",11654,0.00240260854642183,"made"
"2984","is pretty",28,"2","is",11654,0.00240260854642183,"pretty"
"1223","a child",58,"2","a",24214,0.00239530849921533,"child"
"10640","all are",9,"2","all",3761,0.00239298059026855,"are"
"10641","all four",9,"2","all",3761,0.00239298059026855,"four"
"10642","all get",9,"2","all",3761,0.00239298059026855,"get"
"10643","all night",9,"2","all",3761,0.00239298059026855,"night"
"10644","all week",9,"2","all",3761,0.00239298059026855,"week"
"10645","all year",9,"2","all",3761,0.00239298059026855,"year"
"3268","it wont",26,"2","it",10895,0.00238641578705828,"wont"
"5152","was completely",18,"2","was",7550,0.0023841059602649,"completely"
"5153","was definitely",18,"2","was",7550,0.0023841059602649,"definitely"
"5154","was good",18,"2","was",7550,0.0023841059602649,"good"
"5155","was much",18,"2","was",7550,0.0023841059602649,"much"
"5156","was wrong",18,"2","was",7550,0.0023841059602649,"wrong"
"7189","but be",13,"2","but",5455,0.00238313473877177,"be"
"7190","but from",13,"2","but",5455,0.00238313473877177,"from"
"7191","but of",13,"2","but",5455,0.00238313473877177,"of"
"2774","that even",30,"2","that",12592,0.00238246505717916,"even"
"482","the two",120,"2","the",50391,0.00238137762695719,"two"
"5067","on tv",18,"2","on",7561,0.00238063748181457,"tv"
"6678","have known",14,"2","have",5899,0.00237328360739108,"known"
"6679","have our",14,"2","have",5899,0.00237328360739108,"our"
"6680","have so",14,"2","have",5899,0.00237328360739108,"so"
"12266","by adding",8,"2","by",3371,0.00237318303174132,"adding"
"12267","by advertising",8,"2","by",3371,0.00237318303174132,"advertising"
"12268","by john",8,"2","by",3371,0.00237318303174132,"john"
"12269","by nature",8,"2","by",3371,0.00237318303174132,"nature"
"12270","by then",8,"2","by",3371,0.00237318303174132,"then"
"12271","by these",8,"2","by",3371,0.00237318303174132,"these"
"12272","by those",8,"2","by",3371,0.00237318303174132,"those"
"12273","by two",8,"2","by",3371,0.00237318303174132,"two"
"5383","my card",17,"2","my",7175,0.00236933797909408,"card"
"1516","i wont",49,"2","i",20685,0.00236886632825719,"wont"
"16638","in the basement",10,"3","in the",4226,0.00236630383341221,"basement"
"16639","in the center",10,"3","in the",4226,0.00236630383341221,"center"
"16640","in the fall",10,"3","in the",4226,0.00236630383341221,"fall"
"16641","in the mail",10,"3","in the",4226,0.00236630383341221,"mail"
"16642","in the mirror",10,"3","in the",4226,0.00236630383341221,"mirror"
"16643","in the most",10,"3","in the",4226,0.00236630383341221,"most"
"16644","in the parking",10,"3","in the",4226,0.00236630383341221,"parking"
"16645","in the picture",10,"3","in the",4226,0.00236630383341221,"picture"
"16646","in the series",10,"3","in the",4226,0.00236630383341221,"series"
"3746","for and",23,"2","for",9746,0.00235994254052945,"and"
"3747","for days",23,"2","for",9746,0.00235994254052945,"days"
"3748","for several",23,"2","for",9746,0.00235994254052945,"several"
"3749","for someone",23,"2","for",9746,0.00235994254052945,"someone"
"3750","for sure",23,"2","for",9746,0.00235994254052945,"sure"
"8599","at which",11,"2","at",4689,0.00234591597355513,"which"
"8432","we never",12,"2","we",5120,0.00234375,"never"
"8433","we read",12,"2","we",5120,0.00234375,"read"
"8434","we start",12,"2","we",5120,0.00234375,"start"
"8435","we take",12,"2","we",5120,0.00234375,"take"
"8436","we try",12,"2","we",5120,0.00234375,"try"
"8437","we wont",12,"2","we",5120,0.00234375,"wont"
"8997","not completely",11,"2","not",4706,0.0023374415639609,"completely"
"8998","not forget",11,"2","not",4706,0.0023374415639609,"forget"
"8999","not from",11,"2","not",4706,0.0023374415639609,"from"
"9000","not knowing",11,"2","not",4706,0.0023374415639609,"knowing"
"9001","not once",11,"2","not",4706,0.0023374415639609,"once"
"9002","not see",11,"2","not",4706,0.0023374415639609,"see"
"15938","of the country",12,"3","of the",5134,0.00233735878457343,"country"
"15939","of the family",12,"3","of the",5134,0.00233735878457343,"family"
"15940","of the few",12,"3","of the",5134,0.00233735878457343,"few"
"15941","of the more",12,"3","of the",5134,0.00233735878457343,"more"
"15942","of the water",12,"3","of the",5134,0.00233735878457343,"water"
"15943","of the work",12,"3","of the",5134,0.00233735878457343,"work"
"5902","this photo",16,"2","this",6865,0.0023306627822287,"photo"
"7168","be bothered",13,"2","be",5600,0.00232142857142857,"bothered"
"7169","be interesting",13,"2","be",5600,0.00232142857142857,"interesting"
"7170","be our",13,"2","be",5600,0.00232142857142857,"our"
"7171","be ready",13,"2","be",5600,0.00232142857142857,"ready"
"7172","be right",13,"2","be",5600,0.00232142857142857,"right"
"7173","be told",13,"2","be",5600,0.00232142857142857,"told"
"1552","i came",48,"2","i",20685,0.00232052211747643,"came"
"1553","i put",48,"2","i",20685,0.00232052211747643,"put"
"11720","they found",9,"2","they",3883,0.00231779551892866,"found"
"11721","they seemed",9,"2","they",3883,0.00231779551892866,"seemed"
"11722","they took",9,"2","they",3883,0.00231779551892866,"took"
"6541","as any",14,"2","as",6050,0.00231404958677686,"any"
"6542","as im",14,"2","as",6050,0.00231404958677686,"im"
"1020","and an",68,"2","and",29443,0.00230954726080902,"an"
"5173","with someone",18,"2","with",7801,0.00230739648762979,"someone"
"1047","to add",67,"2","to",29058,0.00230573336086448,"add"
"1048","to some",67,"2","to",29058,0.00230573336086448,"some"
"1049","to spend",67,"2","to",29058,0.00230573336086448,"spend"
"2885","that comes",29,"2","that",12592,0.00230304955527319,"comes"
"2886","that doesnt",29,"2","that",12592,0.00230304955527319,"doesnt"
"2887","that your",29,"2","that",12592,0.00230304955527319,"your"
"11046","he began",9,"2","he",3916,0.00229826353421859,"began"
"11047","he needed",9,"2","he",3916,0.00229826353421859,"needed"
"11048","he started",9,"2","he",3916,0.00229826353421859,"started"
"11049","he still",9,"2","he",3916,0.00229826353421859,"still"
"11050","he who",9,"2","he",3916,0.00229826353421859,"who"
"3417","it only",25,"2","it",10895,0.00229463056447912,"only"
"3418","it too",25,"2","it",10895,0.00229463056447912,"too"
"2114","in particular",37,"2","in",16130,0.0022938623682579,"particular"
"513","the back",115,"2","the",50391,0.00228215355916731,"back"
"1589","i cannot",47,"2","i",20685,0.00227217790669567,"cannot"
"1590","i tried",47,"2","i",20685,0.00227217790669567,"tried"
"1307","a moment",55,"2","a",24214,0.00227141323201454,"moment"
"1308","a quick",55,"2","a",24214,0.00227141323201454,"quick"
"1309","a really",55,"2","a",24214,0.00227141323201454,"really"
"1072","to pay",66,"2","to",29058,0.00227131943010531,"pay"
"11363","or four",9,"2","or",3982,0.00226017076845806,"four"
"11364","or take",9,"2","or",3982,0.00226017076845806,"take"
"5176","you if",18,"2","you",7967,0.00225931969373666,"if"
"5177","you still",18,"2","you",7967,0.00225931969373666,"still"
"7844","are an",12,"2","are",5312,0.00225903614457831,"an"
"7845","are back",12,"2","are",5312,0.00225903614457831,"back"
"7846","are currently",12,"2","are",5312,0.00225903614457831,"currently"
"7847","are designed",12,"2","are",5312,0.00225903614457831,"designed"
"7848","are like",12,"2","are",5312,0.00225903614457831,"like"
"7849","are what",12,"2","are",5312,0.00225903614457831,"what"
"3951","for everyone",22,"2","for",9746,0.00225733634311512,"everyone"
"3952","for people",22,"2","for",9746,0.00225733634311512,"people"
"5535","was because",17,"2","was",7550,0.00225165562913907,"because"
"5536","was now",17,"2","was",7550,0.00225165562913907,"now"
"5537","was told",17,"2","was",7550,0.00225165562913907,"told"
"5396","on which",17,"2","on",7561,0.00224837984393599,"which"
"12821","me after",8,"2","me",3573,0.00223901483347327,"after"
"12822","me are",8,"2","me",3573,0.00223901483347327,"are"
"12823","me do",8,"2","me",3573,0.00223901483347327,"do"
"12824","me more",8,"2","me",3573,0.00223901483347327,"more"
"12825","me no",8,"2","me",3573,0.00223901483347327,"no"
"12826","me since",8,"2","me",3573,0.00223901483347327,"since"
"12827","me though",8,"2","me",3573,0.00223901483347327,"though"
"12828","me today",8,"2","me",3573,0.00223901483347327,"today"
"12829","me want",8,"2","me",3573,0.00223901483347327,"want"
"12830","me which",8,"2","me",3573,0.00223901483347327,"which"
"12831","me your",8,"2","me",3573,0.00223901483347327,"your"
"10171","so a",10,"2","so",4469,0.00223763705526964,"a"
"10172","so and",10,"2","so",4469,0.00223763705526964,"and"
"10173","so be",10,"2","so",4469,0.00223763705526964,"be"
"10174","so so",10,"2","so",4469,0.00223763705526964,"so"
"10175","so thankful",10,"2","so",4469,0.00223763705526964,"thankful"
"1090","to provide",65,"2","to",29058,0.00223690549934614,"provide"
"3263","is important",26,"2","is",11654,0.00223099365024884,"important"
"3264","is nothing",26,"2","is",11654,0.00223099365024884,"nothing"
"3265","is often",26,"2","is",11654,0.00223099365024884,"often"
"3266","is probably",26,"2","is",11654,0.00223099365024884,"probably"
"3267","is such",26,"2","is",11654,0.00223099365024884,"such"
"1334","a certain",54,"2","a",24214,0.00223011480961427,"certain"
"1335","a second",54,"2","a",24214,0.00223011480961427,"second"
"5776","my computer",16,"2","my",7175,0.00222996515679443,"computer"
"5777","my dear",16,"2","my",7175,0.00222996515679443,"dear"
"5778","my face",16,"2","my",7175,0.00222996515679443,"face"
"5779","my feet",16,"2","my",7175,0.00222996515679443,"feet"
"5780","my other",16,"2","my",7175,0.00222996515679443,"other"
"5781","my room",16,"2","my",7175,0.00222996515679443,"room"
"5782","my thoughts",16,"2","my",7175,0.00222996515679443,"thoughts"
"1639","i bought",46,"2","i",20685,0.00222383369591491,"bought"
"1640","i only",46,"2","i",20685,0.00222383369591491,"only"
"3020","that for",28,"2","that",12592,0.00222363405336722,"for"
"3021","that his",28,"2","that",12592,0.00222363405336722,"his"
"3022","that many",28,"2","that",12592,0.00222363405336722,"many"
"3023","that may",28,"2","that",12592,0.00222363405336722,"may"
"3024","that which",28,"2","that",12592,0.00222363405336722,"which"
"542","the city",112,"2","the",50391,0.00222261911849338,"city"
"10984","from each",9,"2","from",4067,0.00221293336611753,"each"
"10985","from heaven",9,"2","from",4067,0.00221293336611753,"heaven"
"10986","from scratch",9,"2","from",4067,0.00221293336611753,"scratch"
"10987","from time",9,"2","from",4067,0.00221293336611753,"time"
"10988","from when",9,"2","from",4067,0.00221293336611753,"when"
"10989","from where",9,"2","from",4067,0.00221293336611753,"where"
"1076","and see",65,"2","and",29443,0.00220765546989098,"see"
"7295","have another",13,"2","have",5899,0.00220376334972029,"another"
"7296","have begun",13,"2","have",5899,0.00220376334972029,"begun"
"7297","have changed",13,"2","have",5899,0.00220376334972029,"changed"
"7298","have tried",13,"2","have",5899,0.00220376334972029,"tried"
"7299","have very",13,"2","have",5899,0.00220376334972029,"very"
"7300","have yet",13,"2","have",5899,0.00220376334972029,"yet"
"3583","it felt",24,"2","it",10895,0.00220284534189995,"felt"
"1107","to not",64,"2","to",29058,0.00220249156858696,"not"
"1108","to understand",64,"2","to",29058,0.00220249156858696,"understand"
"7880","but her",12,"2","but",5455,0.00219981668194317,"her"
"7881","but once",12,"2","but",5455,0.00219981668194317,"once"
"6387","this can",15,"2","this",6865,0.0021849963583394,"can"
"6388","this last",15,"2","this",6865,0.0021849963583394,"last"
"6389","this whole",15,"2","this",6865,0.0021849963583394,"whole"
"6390","this years",15,"2","this",6865,0.0021849963583394,"years"
"556","the very",110,"2","the",50391,0.00218292949137743,"very"
"5557","with just",17,"2","with",7801,0.00217920779387258,"just"
"5558","with little",17,"2","with",7801,0.00217920779387258,"little"
"1671","i were",45,"2","i",20685,0.00217548948513416,"were"
"2247","in such",35,"2","in",16130,0.00216986980781153,"such"
"1451","of some",51,"2","of",23614,0.00215973574997883,"some"
"4164","for anyone",21,"2","for",9746,0.0021547301457008,"anyone"
"4165","for i",21,"2","for",9746,0.0021547301457008,"i"
"4166","for myself",21,"2","for",9746,0.0021547301457008,"myself"
"7160","as someone",13,"2","as",6050,0.00214876033057851,"someone"
"7161","as usual",13,"2","as",6050,0.00214876033057851,"usual"
"9336","we learn",11,"2","we",5120,0.0021484375,"learn"
"9337","we left",11,"2","we",5120,0.0021484375,"left"
"9338","we met",11,"2","we",5120,0.0021484375,"met"
"9339","we moved",11,"2","we",5120,0.0021484375,"moved"
"9340","we needed",11,"2","we",5120,0.0021484375,"needed"
"9341","we now",11,"2","we",5120,0.0021484375,"now"
"9342","we put",11,"2","we",5120,0.0021484375,"put"
"9343","we shall",11,"2","we",5120,0.0021484375,"shall"
"9344","we stayed",11,"2","we",5120,0.0021484375,"stayed"
"9345","we werent",11,"2","we",5120,0.0021484375,"werent"
"1399","a half",52,"2","a",24214,0.00214751796481374,"half"
"1400","a part",52,"2","a",24214,0.00214751796481374,"part"
"3416","is coming",25,"2","is",11654,0.00214518620216235,"coming"
"3158","that make",27,"2","that",12592,0.00214421855146125,"make"
"7858","be coming",12,"2","be",5600,0.00214285714285714,"coming"
"7859","be held",12,"2","be",5600,0.00214285714285714,"held"
"7860","be possible",12,"2","be",5600,0.00214285714285714,"possible"
"7861","be quite",12,"2","be",5600,0.00214285714285714,"quite"
"7862","be really",12,"2","be",5600,0.00214285714285714,"really"
"7863","be released",12,"2","be",5600,0.00214285714285714,"released"
"16274","of the card",11,"3","of the",5134,0.00214257888585898,"card"
"16275","of the film",11,"3","of the",5134,0.00214257888585898,"film"
"16276","of the last",11,"3","of the",5134,0.00214257888585898,"last"
"16277","of the movie",11,"3","of the",5134,0.00214257888585898,"movie"
"16278","of the original",11,"3","of the",5134,0.00214257888585898,"original"
"5564","you at",17,"2","you",7967,0.00213380193297352,"at"
"5565","you cannot",17,"2","you",7967,0.00213380193297352,"cannot"
"5566","you it",17,"2","you",7967,0.00213380193297352,"it"
"5567","you my",17,"2","you",7967,0.00213380193297352,"my"
"5568","you use",17,"2","you",7967,0.00213380193297352,"use"
"9544","at present",10,"2","at",4689,0.00213265088505012,"present"
"9545","at them",10,"2","at",4689,0.00213265088505012,"them"
"9546","at these",10,"2","at",4689,0.00213265088505012,"these"
"17135","in the bathroom",9,"3","in the",4226,0.00212967345007099,"bathroom"
"17136","in the comments",9,"3","in the",4226,0.00212967345007099,"comments"
"17137","in the context",9,"3","in the",4226,0.00212967345007099,"context"
"17138","in the field",9,"3","in the",4226,0.00212967345007099,"field"
"17139","in the futur",9,"3","in the",4226,0.00212967345007099,"futur"
"17140","in the garden",9,"3","in the",4226,0.00212967345007099,"garden"
"17141","in the new",9,"3","in the",4226,0.00212967345007099,"new"
"17142","in the night",9,"3","in the",4226,0.00212967345007099,"night"
"17143","in the north",9,"3","in the",4226,0.00212967345007099,"north"
"17144","in the spring",9,"3","in the",4226,0.00212967345007099,"spring"
"17145","in the top",9,"3","in the",4226,0.00212967345007099,"top"
"17146","in the west",9,"3","in the",4226,0.00212967345007099,"west"
"17147","in the whole",9,"3","in the",4226,0.00212967345007099,"whole"
"1717","i must",44,"2","i",20685,0.0021271452743534,"must"
"1718","i try",44,"2","i",20685,0.0021271452743534,"try"
"12048","all been",8,"2","all",3761,0.00212709385801649,"been"
"12049","all done",8,"2","all",3761,0.00212709385801649,"done"
"12050","all need",8,"2","all",3761,0.00212709385801649,"need"
"12051","all other",8,"2","all",3761,0.00212709385801649,"other"
"12052","all sides",8,"2","all",3761,0.00212709385801649,"sides"
"12053","all was",8,"2","all",3761,0.00212709385801649,"was"
"10009","not allowed",10,"2","not",4706,0.00212494687632809,"allowed"
"10010","not everyone",10,"2","not",4706,0.00212494687632809,"everyone"
"10011","not getting",10,"2","not",4706,0.00212494687632809,"getting"
"10012","not you",10,"2","not",4706,0.00212494687632809,"you"
"10013","not your",10,"2","not",4706,0.00212494687632809,"your"
"5934","was hard",16,"2","was",7550,0.00211920529801325,"hard"
"5935","was what",16,"2","was",7550,0.00211920529801325,"what"
"1491","of other",50,"2","of",23614,0.00211738799017532,"other"
"5805","on both",16,"2","on",7561,0.0021161222060574,"both"
"5806","on those",16,"2","on",7561,0.0021161222060574,"those"
"3776","it like",23,"2","it",10895,0.00211106011932079,"like"
"3777","it turned",23,"2","it",10895,0.00211106011932079,"turned"
"3778","it were",23,"2","it",10895,0.00211106011932079,"were"
"2333","in general",34,"2","in",16130,0.00210787352758834,"general"
"2334","in on",34,"2","in",16130,0.00210787352758834,"on"
"2335","in so",34,"2","in",16130,0.00210787352758834,"so"
"1431","a fun",51,"2","a",24214,0.00210621954241348,"fun"
"1432","a look",51,"2","a",24214,0.00210621954241348,"look"
"1134","and thats",62,"2","and",29443,0.00210576367897293,"thats"
"1135","and with",62,"2","and",29443,0.00210576367897293,"with"
"6236","my home",15,"2","my",7175,0.00209059233449477,"home"
"6237","my mouth",15,"2","my",7175,0.00209059233449477,"mouth"
"6238","my only",15,"2","my",7175,0.00209059233449477,"only"
"6239","my sisters",15,"2","my",7175,0.00209059233449477,"sisters"
"6240","my soul",15,"2","my",7175,0.00209059233449477,"soul"
"589","the kids",105,"2","the",50391,0.00208370542358755,"kids"
"1767","i learned",43,"2","i",20685,0.00207880106357264,"learned"
"1768","i use",43,"2","i",20685,0.00207880106357264,"use"
"1522","of him",49,"2","of",23614,0.00207504023037181,"him"
"1523","of new",49,"2","of",23614,0.00207504023037181,"new"
"1155","and be",61,"2","and",29443,0.00207179974866692,"be"
"8586","are better",11,"2","are",5312,0.00207078313253012,"better"
"8587","are given",11,"2","are",5312,0.00207078313253012,"given"
"8588","are important",11,"2","are",5312,0.00207078313253012,"important"
"8589","are known",11,"2","are",5312,0.00207078313253012,"known"
"8590","are pretty",11,"2","are",5312,0.00207078313253012,"pretty"
"8591","are those",11,"2","are",5312,0.00207078313253012,"those"
"1464","a beautiful",50,"2","a",24214,0.00206492112001322,"beautiful"
"1465","a bunch",50,"2","a",24214,0.00206492112001322,"bunch"
"1466","a sense",50,"2","a",24214,0.00206492112001322,"sense"
"1467","a young",50,"2","a",24214,0.00206492112001322,"young"
"1196","to feel",60,"2","to",29058,0.00206483584555028,"feel"
"3309","that being",26,"2","that",12592,0.00206480304955527,"being"
"3310","that most",26,"2","that",12592,0.00206480304955527,"most"
"13458","they actually",8,"2","they",3883,0.00206026268349215,"actually"
"13459","they asked",8,"2","they",3883,0.00206026268349215,"asked"
"13460","they believe",8,"2","they",3883,0.00206026268349215,"believe"
"13461","they call",8,"2","they",3883,0.00206026268349215,"call"
"13462","they continue",8,"2","they",3883,0.00206026268349215,"continue"
"13463","they even",8,"2","they",3883,0.00206026268349215,"even"
"13464","they find",8,"2","they",3883,0.00206026268349215,"find"
"13465","they grow",8,"2","they",3883,0.00206026268349215,"grow"
"13466","they went",8,"2","they",3883,0.00206026268349215,"went"
"3579","is already",24,"2","is",11654,0.00205937875407585,"already"
"3580","is easy",24,"2","is",11654,0.00205937875407585,"easy"
"3581","is known",24,"2","is",11654,0.00205937875407585,"known"
"4403","for most",20,"2","for",9746,0.00205212394828648,"most"
"4404","for to",20,"2","for",9746,0.00205212394828648,"to"
"5951","with others",16,"2","with",7801,0.00205101910011537,"others"
"5952","with so",16,"2","with",7801,0.00205101910011537,"so"
"12574","he believes",8,"2","he",3916,0.00204290091930541,"believes"
"12575","he comes",8,"2","he",3916,0.00204290091930541,"comes"
"12576","he feels",8,"2","he",3916,0.00204290091930541,"feels"
"12577","he heard",8,"2","he",3916,0.00204290091930541,"heard"
"12578","he kept",8,"2","he",3916,0.00204290091930541,"kept"
"12579","he looks",8,"2","he",3916,0.00204290091930541,"looks"
"12580","he say",8,"2","he",3916,0.00204290091930541,"say"
"12581","he worked",8,"2","he",3916,0.00204290091930541,"worked"
"6985","this area",14,"2","this",6865,0.00203932993445011,"area"
"1182","and our",60,"2","and",29443,0.0020378358183609,"our"
"1183","and put",60,"2","and",29443,0.0020378358183609,"put"
"7989","have anything",12,"2","have",5899,0.0020342430920495,"anything"
"7990","have asked",12,"2","have",5899,0.0020342430920495,"asked"
"7991","have gotten",12,"2","have",5899,0.0020342430920495,"gotten"
"7992","have is",12,"2","have",5899,0.0020342430920495,"is"
"7993","have lost",12,"2","have",5899,0.0020342430920495,"lost"
"7994","have thought",12,"2","have",5899,0.0020342430920495,"thought"
"7995","have told",12,"2","have",5899,0.0020342430920495,"told"
"7996","have written",12,"2","have",5899,0.0020342430920495,"written"
"1219","to just",59,"2","to",29058,0.00203042191479111,"just"
"1220","to run",59,"2","to",29058,0.00203042191479111,"run"
"607","the entire",102,"2","the",50391,0.00202417098291362,"entire"
"608","the old",102,"2","the",50391,0.00202417098291362,"old"
"1506","a picture",49,"2","a",24214,0.00202362269761295,"picture"
"1507","a special",49,"2","a",24214,0.00202362269761295,"special"
"3981","it even",22,"2","it",10895,0.00201927489674162,"even"
"3982","it must",22,"2","it",10895,0.00201927489674162,"must"
"8642","but didnt",11,"2","but",5455,0.00201649862511457,"didnt"
"8643","but so",11,"2","but",5455,0.00201649862511457,"so"
"8644","but were",11,"2","but",5455,0.00201649862511457,"were"
"8645","but who",11,"2","but",5455,0.00201649862511457,"who"
"11517","so close",9,"2","so",4469,0.00201387334974267,"close"
"11518","so dont",9,"2","so",4469,0.00201387334974267,"dont"
"11519","so of",9,"2","so",4469,0.00201387334974267,"of"
"11520","so then",9,"2","so",4469,0.00201387334974267,"then"
"11521","so today",9,"2","so",4469,0.00201387334974267,"today"
"13012","or be",8,"2","or",3982,0.00200904068307383,"be"
"13013","or going",8,"2","or",3982,0.00200904068307383,"going"
"13014","or make",8,"2","or",3982,0.00200904068307383,"make"
"13015","or people",8,"2","or",3982,0.00200904068307383,"people"
"13016","or removal",8,"2","or",3982,0.00200904068307383,"removal"
"13017","or too",8,"2","or",3982,0.00200904068307383,"too"
"13018","or where",8,"2","or",3982,0.00200904068307383,"where"
"13019","or will",8,"2","or",3982,0.00200904068307383,"will"
"13020","or worse",8,"2","or",3982,0.00200904068307383,"worse"
"13021","or years",8,"2","or",3982,0.00200904068307383,"years"
"5967","you when",16,"2","you",7967,0.00200828417221037,"when"
"616","the following",101,"2","the",50391,0.00200432616935564,"following"
"1203","and at",59,"2","and",29443,0.00200387188805489,"at"
"1204","and said",59,"2","and",29443,0.00200387188805489,"said"
"1244","to ask",58,"2","to",29058,0.00199600798403194,"ask"
"1245","to what",58,"2","to",29058,0.00199600798403194,"what"
"6429","was absolutely",15,"2","was",7550,0.00198675496688742,"absolutely"
"6430","was feeling",15,"2","was",7550,0.00198675496688742,"feeling"
"6431","was how",15,"2","was",7550,0.00198675496688742,"how"
"6432","was kind",15,"2","was",7550,0.00198675496688742,"kind"
"6433","was time",15,"2","was",7550,0.00198675496688742,"time"
"6434","was written",15,"2","was",7550,0.00198675496688742,"written"
"3463","that point",25,"2","that",12592,0.0019853875476493,"point"
"632","the idea",100,"2","the",50391,0.00198448135579766,"idea"
"633","the middle",100,"2","the",50391,0.00198448135579766,"middle"
"2516","in america",32,"2","in",16130,0.00198388096714197,"america"
"2517","in london",32,"2","in",16130,0.00198388096714197,"london"
